year,state,month,date,number
2012,Rondonia,Fevereiro,01/01/2012,9
2013,Rondonia,Fevereiro,01/01/2013,8
2014,Rondonia,Fevereiro,01/01/2014,5
2015,Rondonia,Fevereiro,01/01/2015,22
2016,Rondonia,Fevereiro,01/01/2016,88
2017,Rondonia,Fevereiro,01/01/2017,10
1998,Rondonia,Março,01/01/1998,0
1999,Rondonia,Março,01/01/1999,8
2000,Rondonia,Março,01/01/2000,9
2001,Rondonia,Março,01/01/2001,0
2002,Rondonia,Março,01/01/2002,1
2003,Rondonia,Março,01/01/2003,13
2004,Rondonia,Março,01/01/2004,20
2005,Rondonia,Março,01/01/2005,17
2006,Rondonia,Março,01/01/2006,15
2007,Rondonia,Março,01/01/2007,20
2008,Rondonia,Março,01/01/2008,2
2009,Rondonia,Março,01/01/2009,12
2010,Rondonia,Março,01/01/2010,11
2011,Rondonia,Março,01/01/2011,6
2012,Rondonia,Março,01/01/2012,6
2013,Rondonia,Março,01/01/2013,23
2014,Rondonia,Março,01/01/2014,13
2015,Rondonia,Março,01/01/2015,15
2016,Rondonia,Março,01/01/2016,25
2017,Rondonia,Março,01/01/2017,21
1998,Rondonia,Abril,01/01/1998,0
1999,Rondonia,Abril,01/01/1999,3
2000,Rondonia,Abril,01/01/2000,0
2001,Rondonia,Abril,01/01/2001,0
2002,Rondonia,Abril,01/01/2002,3
2003,Rondonia,Abril,01/01/2003,10
2004,Rondonia,Abril,01/01/2004,14
2005,Rondonia,Abril,01/01/2005,7
2006,Rondonia,Abril,01/01/2006,0
2007,Rondonia,Abril,01/01/2007,0
2008,Rondonia,Abril,01/01/2008,8
2009,Rondonia,Abril,01/01/2009,3
2010,Rondonia,Abril,01/01/2010,19
2011,Rondonia,Abril,01/01/2011,8
2012,Rondonia,Abril,01/01/2012,12
2013,Rondonia,Abril,01/01/2013,9
2014,Rondonia,Abril,01/01/2014,15
2015,Rondonia,Abril,01/01/2015,15
2016,Rondonia,Abril,01/01/2016,59
2017,Rondonia,Abril,01/01/2017,19
1998,Rondonia,Maio,01/01/1998,0
1999,Rondonia,Maio,01/01/1999,3
2000,Rondonia,Maio,01/01/2000,13
2001,Rondonia,Maio,01/01/2001,5
2002,Rondonia,Maio,01/01/2002,10
2003,Rondonia,Maio,01/01/2003,21
2004,Rondonia,Maio,01/01/2004,9
2005,Rondonia,Maio,01/01/2005,38
2006,Rondonia,Maio,01/01/2006,7
2007,Rondonia,Maio,01/01/2007,4
2008,Rondonia,Maio,01/01/2008,1
2009,Rondonia,Maio,01/01/2009,6
2010,Rondonia,Maio,01/01/2010,41
2011,Rondonia,Maio,01/01/2011,54
2012,Rondonia,Maio,01/01/2012,22
2013,Rondonia,Maio,01/01/2013,9
2014,Rondonia,Maio,01/01/2014,28
2015,Rondonia,Maio,01/01/2015,13
2016,Rondonia,Maio,01/01/2016,44
2017,Rondonia,Maio,01/01/2017,31
1998,Rondonia,Junho,01/01/1998,26
1999,Rondonia,Junho,01/01/1999,10
2000,Rondonia,Junho,01/01/2000,54
2001,Rondonia,Junho,01/01/2001,31
2002,Rondonia,Junho,01/01/2002,141
2003,Rondonia,Junho,01/01/2003,74
2004,Rondonia,Junho,01/01/2004,151
2005,Rondonia,Junho,01/01/2005,153
2006,Rondonia,Junho,01/01/2006,40
2007,Rondonia,Junho,01/01/2007,71
2008,Rondonia,Junho,01/01/2008,11
2009,Rondonia,Junho,01/01/2009,13
2010,Rondonia,Junho,01/01/2010,44
2011,Rondonia,Junho,01/01/2011,130
2012,Rondonia,Junho,01/01/2012,32
2013,Rondonia,Junho,01/01/2013,22
2014,Rondonia,Junho,01/01/2014,92
2015,Rondonia,Junho,01/01/2015,119
2016,Rondonia,Junho,01/01/2016,170
2017,Rondonia,Junho,01/01/2017,192
1998,Rondonia,Julho,01/01/1998,365
1999,Rondonia,Julho,01/01/1999,135
2000,Rondonia,Julho,01/01/2000,117
2001,Rondonia,Julho,01/01/2001,74
2002,Rondonia,Julho,01/01/2002,539
2003,Rondonia,Julho,01/01/2003,516
2004,Rondonia,Julho,01/01/2004,1.233
2005,Rondonia,Julho,01/01/2005,798
2006,Rondonia,Julho,01/01/2006,314
2007,Rondonia,Julho,01/01/2007,187
2008,Rondonia,Julho,01/01/2008,138
2009,Rondonia,Julho,01/01/2009,110
2010,Rondonia,Julho,01/01/2010,747
2011,Rondonia,Julho,01/01/2011,293
2012,Rondonia,Julho,01/01/2012,205
2013,Rondonia,Julho,01/01/2013,117
2014,Rondonia,Julho,01/01/2014,192
2015,Rondonia,Julho,01/01/2015,423
2016,Rondonia,Julho,01/01/2016,969
2017,Rondonia,Julho,01/01/2017,1.28
1998,Rondonia,Agosto,01/01/1998,2.254
1999,Rondonia,Agosto,01/01/1999,1.976
2000,Rondonia,Agosto,01/01/2000,2.197
2001,Rondonia,Agosto,01/01/2001,2.132
2002,Rondonia,Agosto,01/01/2002,3.465
2003,Rondonia,Agosto,01/01/2003,7.06
2004,Rondonia,Agosto,01/01/2004,6.893
2005,Rondonia,Agosto,01/01/2005,6.672
2006,Rondonia,Agosto,01/01/2006,3.124
2007,Rondonia,Agosto,01/01/2007,4.786
2008,Rondonia,Agosto,01/01/2008,1.251
2009,Rondonia,Agosto,01/01/2009,484
2010,Rondonia,Agosto,01/01/2010,4.388
2011,Rondonia,Agosto,01/01/2011,1.161
2012,Rondonia,Agosto,01/01/2012,2.209
2013,Rondonia,Agosto,01/01/2013,885
2014,Rondonia,Agosto,01/01/2014,3.038
2015,Rondonia,Agosto,01/01/2015,3.762
2016,Rondonia,Agosto,01/01/2016,3.675
2017,Rondonia,Agosto,01/01/2017,4.287
1998,Rondonia,Setembro,01/01/1998,3.753
1999,Rondonia,Setembro,01/01/1999,3.062
2000,Rondonia,Setembro,01/01/2000,2.438
2001,Rondonia,Setembro,01/01/2001,1.927
2002,Rondonia,Setembro,01/01/2002,7.067
2003,Rondonia,Setembro,01/01/2003,6.89
2004,Rondonia,Setembro,01/01/2004,13.05
2005,Rondonia,Setembro,01/01/2005,13.972
2006,Rondonia,Setembro,01/01/2006,9.92
2007,Rondonia,Setembro,01/01/2007,6.832
2008,Rondonia,Setembro,01/01/2008,3.726
2009,Rondonia,Setembro,01/01/2009,1.869
2010,Rondonia,Setembro,01/01/2010,4.893
2011,Rondonia,Setembro,01/01/2011,1.782
2012,Rondonia,Setembro,01/01/2012,2.471
2013,Rondonia,Setembro,01/01/2013,1.776
2014,Rondonia,Setembro,01/01/2014,2.8
2015,Rondonia,Setembro,01/01/2015,6.129
2016,Rondonia,Setembro,01/01/2016,4.208
2017,Rondonia,Setembro,01/01/2017,5.638
1998,Rondonia,Outubro,01/01/1998,483
1999,Rondonia,Outubro,01/01/1999,1.884
2000,Rondonia,Outubro,01/01/2000,644
2001,Rondonia,Outubro,01/01/2001,796
2002,Rondonia,Outubro,01/01/2002,3.554
2003,Rondonia,Outubro,01/01/2003,4.962
2004,Rondonia,Outubro,01/01/2004,3.094
2005,Rondonia,Outubro,01/01/2005,2.559
2006,Rondonia,Outubro,01/01/2006,1.148
2007,Rondonia,Outubro,01/01/2007,2.023
2008,Rondonia,Outubro,01/01/2008,1.482
2009,Rondonia,Outubro,01/01/2009,1.444
2010,Rondonia,Outubro,01/01/2010,1.307
2011,Rondonia,Outubro,01/01/2011,822
2012,Rondonia,Outubro,01/01/2012,1.229
2013,Rondonia,Outubro,01/01/2013,555
2014,Rondonia,Outubro,01/01/2014,1.063
2015,Rondonia,Outubro,01/01/2015,2.598
2016,Rondonia,Outubro,01/01/2016,1.844
2017,Rondonia,Outubro,01/01/2017,2.19
1998,Rondonia,Novembro,01/01/1998,3
1999,Rondonia,Novembro,01/01/1999,41
2000,Rondonia,Novembro,01/01/2000,13
2001,Rondonia,Novembro,01/01/2001,91
2002,Rondonia,Novembro,01/01/2002,639
2003,Rondonia,Novembro,01/01/2003,526
2004,Rondonia,Novembro,01/01/2004,452
2005,Rondonia,Novembro,01/01/2005,465
2006,Rondonia,Novembro,01/01/2006,253
2007,Rondonia,Novembro,01/01/2007,53
2008,Rondonia,Novembro,01/01/2008,78
2009,Rondonia,Novembro,01/01/2009,128
2010,Rondonia,Novembro,01/01/2010,238
2011,Rondonia,Novembro,01/01/2011,245
2012,Rondonia,Novembro,01/01/2012,174
2013,Rondonia,Novembro,01/01/2013,108
2014,Rondonia,Novembro,01/01/2014,202
2015,Rondonia,Novembro,01/01/2015,1.002
2016,Rondonia,Novembro,01/01/2016,401
2017,Rondonia,Novembro,01/01/2017,372
1998,Rondonia,Dezembro,01/01/1998,33
1999,Rondonia,Dezembro,01/01/1999,0
2000,Rondonia,Dezembro,01/01/2000,7
2001,Rondonia,Dezembro,01/01/2001,1
2002,Rondonia,Dezembro,01/01/2002,91
2003,Rondonia,Dezembro,01/01/2003,214
2004,Rondonia,Dezembro,01/01/2004,208
2005,Rondonia,Dezembro,01/01/2005,36
2006,Rondonia,Dezembro,01/01/2006,4
2007,Rondonia,Dezembro,01/01/2007,6
2008,Rondonia,Dezembro,01/01/2008,2
2009,Rondonia,Dezembro,01/01/2009,9
2010,Rondonia,Dezembro,01/01/2010,158
2011,Rondonia,Dezembro,01/01/2011,37
2012,Rondonia,Dezembro,01/01/2012,50
2013,Rondonia,Dezembro,01/01/2013,143
2014,Rondonia,Dezembro,01/01/2014,144
2015,Rondonia,Dezembro,01/01/2015,282
2016,Rondonia,Dezembro,01/01/2016,148
1998,Roraima,Janeiro,01/01/1998,0
1999,Roraima,Janeiro,01/01/1999,15
2000,Roraima,Janeiro,01/01/2000,18
2001,Roraima,Janeiro,01/01/2001,101
2002,Roraima,Janeiro,01/01/2002,302
2003,Roraima,Janeiro,01/01/2003,547
2004,Roraima,Janeiro,01/01/2004,355
2005,Roraima,Janeiro,01/01/2005,106
2006,Roraima,Janeiro,01/01/2006,70
2007,Roraima,Janeiro,01/01/2007,194
2008,Roraima,Janeiro,01/01/2008,245
2009,Roraima,Janeiro,01/01/2009,45
2010,Roraima,Janeiro,01/01/2010,351
2011,Roraima,Janeiro,01/01/2011,225
2012,Roraima,Janeiro,01/01/2012,217
2013,Roraima,Janeiro,01/01/2013,397
2014,Roraima,Janeiro,01/01/2014,355
2015,Roraima,Janeiro,01/01/2015,330
2016,Roraima,Janeiro,01/01/2016,1.754
2017,Roraima,Janeiro,01/01/2017,108
1998,Roraima,Fevereiro,01/01/1998,0
1999,Roraima,Fevereiro,01/01/1999,20
2000,Roraima,Fevereiro,01/01/2000,57
2001,Roraima,Fevereiro,01/01/2001,646
2002,Roraima,Fevereiro,01/01/2002,476
2003,Roraima,Fevereiro,01/01/2003,767
2004,Roraima,Fevereiro,01/01/2004,259
2005,Roraima,Fevereiro,01/01/2005,105
2006,Roraima,Fevereiro,01/01/2006,283
2007,Roraima,Fevereiro,01/01/2007,796
2008,Roraima,Fevereiro,01/01/2008,138
2009,Roraima,Fevereiro,01/01/2009,153
2010,Roraima,Fevereiro,01/01/2010,470
2011,Roraima,Fevereiro,01/01/2011,112
2012,Roraima,Fevereiro,01/01/2012,130
2013,Roraima,Fevereiro,01/01/2013,62
2014,Roraima,Fevereiro,01/01/2014,226
2015,Roraima,Fevereiro,01/01/2015,418
2016,Roraima,Fevereiro,01/01/2016,171
2017,Roraima,Fevereiro,01/01/2017,129
1998,Roraima,Março,01/01/1998,0
1999,Roraima,Março,01/01/1999,98
2000,Roraima,Março,01/01/2000,125
2001,Roraima,Março,01/01/2001,1.108
2002,Roraima,Março,01/01/2002,820
2003,Roraima,Março,01/01/2003,1.131
2004,Roraima,Março,01/01/2004,276
2005,Roraima,Março,01/01/2005,244
2006,Roraima,Março,01/01/2006,385
2007,Roraima,Março,01/01/2007,665
2008,Roraima,Março,01/01/2008,422
2009,Roraima,Março,01/01/2009,176
2010,Roraima,Março,01/01/2010,417
2011,Roraima,Março,01/01/2011,91
2012,Roraima,Março,01/01/2012,99
2013,Roraima,Março,01/01/2013,179
2014,Roraima,Março,01/01/2014,494
2015,Roraima,Março,01/01/2015,163
2016,Roraima,Março,01/01/2016,1.081
2017,Roraima,Março,01/01/2017,216
1998,Roraima,Abril,01/01/1998,0
1999,Roraima,Abril,01/01/1999,16
2000,Roraima,Abril,01/01/2000,0
2001,Roraima,Abril,01/01/2001,380
2002,Roraima,Abril,01/01/2002,41
2003,Roraima,Abril,01/01/2003,268
2004,Roraima,Abril,01/01/2004,182
2005,Roraima,Abril,01/01/2005,22
2006,Roraima,Abril,01/01/2006,201
2007,Roraima,Abril,01/01/2007,58
2008,Roraima,Abril,01/01/2008,175
2009,Roraima,Abril,01/01/2009,115
2010,Roraima,Abril,01/01/2010,15
2011,Roraima,Abril,01/01/2011,108
2012,Roraima,Abril,01/01/2012,25
2013,Roraima,Abril,01/01/2013,87
2014,Roraima,Abril,01/01/2014,162
2015,Roraima,Abril,01/01/2015,278
2016,Roraima,Abril,01/01/2016,126
2017,Roraima,Abril,01/01/2017,51
1998,Roraima,Maio,01/01/1998,0
1999,Roraima,Maio,01/01/1999,0
2000,Roraima,Maio,01/01/2000,7
2001,Roraima,Maio,01/01/2001,9
2002,Roraima,Maio,01/01/2002,0
2003,Roraima,Maio,01/01/2003,0
2004,Roraima,Maio,01/01/2004,2
2005,Roraima,Maio,01/01/2005,1
2006,Roraima,Maio,01/01/2006,0
2007,Roraima,Maio,01/01/2007,0
2008,Roraima,Maio,01/01/2008,8
2009,Roraima,Maio,01/01/2009,219
2010,Roraima,Maio,01/01/2010,3
2011,Roraima,Maio,01/01/2011,4
2012,Roraima,Maio,01/01/2012,18
2013,Roraima,Maio,01/01/2013,4
2014,Roraima,Maio,01/01/2014,58
2015,Roraima,Maio,01/01/2015,12
2016,Roraima,Maio,01/01/2016,22
2017,Roraima,Maio,01/01/2017,29
1998,Roraima,Junho,01/01/1998,0
1999,Roraima,Junho,01/01/1999,3
2000,Roraima,Junho,01/01/2000,0
2001,Roraima,Junho,01/01/2001,1
2002,Roraima,Junho,01/01/2002,0
2003,Roraima,Junho,01/01/2003,0
2004,Roraima,Junho,01/01/2004,6
2005,Roraima,Junho,01/01/2005,5
2006,Roraima,Junho,01/01/2006,0
2007,Roraima,Junho,01/01/2007,1
2008,Roraima,Junho,01/01/2008,0
2009,Roraima,Junho,01/01/2009,16
2010,Roraima,Junho,01/01/2010,0
2011,Roraima,Junho,01/01/2011,6
2012,Roraima,Junho,01/01/2012,22
2013,Roraima,Junho,01/01/2013,6
2014,Roraima,Junho,01/01/2014,4
2015,Roraima,Junho,01/01/2015,3
2016,Roraima,Junho,01/01/2016,7
2017,Roraima,Junho,01/01/2017,4
1998,Roraima,Julho,01/01/1998,1
1999,Roraima,Julho,01/01/1999,4
2000,Roraima,Julho,01/01/2000,0
2001,Roraima,Julho,01/01/2001,1
2002,Roraima,Julho,01/01/2002,7
2003,Roraima,Julho,01/01/2003,0
2004,Roraima,Julho,01/01/2004,2
2005,Roraima,Julho,01/01/2005,2
2006,Roraima,Julho,01/01/2006,0
2007,Roraima,Julho,01/01/2007,3
2008,Roraima,Julho,01/01/2008,0
2009,Roraima,Julho,01/01/2009,18
2010,Roraima,Julho,01/01/2010,1
2011,Roraima,Julho,01/01/2011,9
2012,Roraima,Julho,01/01/2012,2
2013,Roraima,Julho,01/01/2013,4
2014,Roraima,Julho,01/01/2014,9
2015,Roraima,Julho,01/01/2015,5
2016,Roraima,Julho,01/01/2016,0
2017,Roraima,Julho,01/01/2017,3
1998,Roraima,Agosto,01/01/1998,0
1999,Roraima,Agosto,01/01/1999,1
2000,Roraima,Agosto,01/01/2000,9
2001,Roraima,Agosto,01/01/2001,4
2002,Roraima,Agosto,01/01/2002,7
2003,Roraima,Agosto,01/01/2003,2
2004,Roraima,Agosto,01/01/2004,18
2005,Roraima,Agosto,01/01/2005,9
2006,Roraima,Agosto,01/01/2006,4
2007,Roraima,Agosto,01/01/2007,2
2008,Roraima,Agosto,01/01/2008,4
2009,Roraima,Agosto,01/01/2009,29
2010,Roraima,Agosto,01/01/2010,3
2011,Roraima,Agosto,01/01/2011,39
2012,Roraima,Agosto,01/01/2012,4
2013,Roraima,Agosto,01/01/2013,3
2014,Roraima,Agosto,01/01/2014,12
2015,Roraima,Agosto,01/01/2015,11
2016,Roraima,Agosto,01/01/2016,11
2017,Roraima,Agosto,01/01/2017,35
1998,Roraima,Setembro,01/01/1998,2
1999,Roraima,Setembro,01/01/1999,3
2000,Roraima,Setembro,01/01/2000,12
2001,Roraima,Setembro,01/01/2001,1
2002,Roraima,Setembro,01/01/2002,48
2003,Roraima,Setembro,01/01/2003,6
2004,Roraima,Setembro,01/01/2004,9
2005,Roraima,Setembro,01/01/2005,72
2006,Roraima,Setembro,01/01/2006,40
2007,Roraima,Setembro,01/01/2007,9
2008,Roraima,Setembro,01/01/2008,17
2009,Roraima,Setembro,01/01/2009,117
2010,Roraima,Setembro,01/01/2010,18
2011,Roraima,Setembro,01/01/2011,53
2012,Roraima,Setembro,01/01/2012,67
2013,Roraima,Setembro,01/01/2013,18
2014,Roraima,Setembro,01/01/2014,67
2015,Roraima,Setembro,01/01/2015,77
2016,Roraima,Setembro,01/01/2016,19
2017,Roraima,Setembro,01/01/2017,43
1998,Roraima,Outubro,01/01/1998,1
1999,Roraima,Outubro,01/01/1999,10
2000,Roraima,Outubro,01/01/2000,25
2001,Roraima,Outubro,01/01/2001,13
2002,Roraima,Outubro,01/01/2002,191
2003,Roraima,Outubro,01/01/2003,14
2004,Roraima,Outubro,01/01/2004,53
2005,Roraima,Outubro,01/01/2005,88
2006,Roraima,Outubro,01/01/2006,135
2007,Roraima,Outubro,01/01/2007,15
2008,Roraima,Outubro,01/01/2008,78
2009,Roraima,Outubro,01/01/2009,197
2010,Roraima,Outubro,01/01/2010,64
2011,Roraima,Outubro,01/01/2011,65
2012,Roraima,Outubro,01/01/2012,152
2013,Roraima,Outubro,01/01/2013,63
2014,Roraima,Outubro,01/01/2014,61
2015,Roraima,Outubro,01/01/2015,181
2016,Roraima,Outubro,01/01/2016,101
2017,Roraima,Outubro,01/01/2017,156
1998,Roraima,Novembro,01/01/1998,1
1999,Roraima,Novembro,01/01/1999,15
2000,Roraima,Novembro,01/01/2000,32
2001,Roraima,Novembro,01/01/2001,76
2002,Roraima,Novembro,01/01/2002,133
2003,Roraima,Novembro,01/01/2003,27
2004,Roraima,Novembro,01/01/2004,135
2005,Roraima,Novembro,01/01/2005,135
2006,Roraima,Novembro,01/01/2006,26
2007,Roraima,Novembro,01/01/2007,112
2008,Roraima,Novembro,01/01/2008,39
2009,Roraima,Novembro,01/01/2009,312
2010,Roraima,Novembro,01/01/2010,27
2011,Roraima,Novembro,01/01/2011,121
2012,Roraima,Novembro,01/01/2012,187
2013,Roraima,Novembro,01/01/2013,106
2014,Roraima,Novembro,01/01/2014,143
2015,Roraima,Novembro,01/01/2015,280
2016,Roraima,Novembro,01/01/2016,71
2017,Roraima,Novembro,01/01/2017,327
1998,Roraima,Dezembro,01/01/1998,16
1999,Roraima,Dezembro,01/01/1999,35
2000,Roraima,Dezembro,01/01/2000,77
2001,Roraima,Dezembro,01/01/2001,76
2002,Roraima,Dezembro,01/01/2002,199
2003,Roraima,Dezembro,01/01/2003,157
2004,Roraima,Dezembro,01/01/2004,160
2005,Roraima,Dezembro,01/01/2005,71
2006,Roraima,Dezembro,01/01/2006,101
2007,Roraima,Dezembro,01/01/2007,8
2008,Roraima,Dezembro,01/01/2008,5
2009,Roraima,Dezembro,01/01/2009,290
2010,Roraima,Dezembro,01/01/2010,73
2011,Roraima,Dezembro,01/01/2011,249
2012,Roraima,Dezembro,01/01/2012,78
2013,Roraima,Dezembro,01/01/2013,65
2014,Roraima,Dezembro,01/01/2014,277
2015,Roraima,Dezembro,01/01/2015,304
2016,Roraima,Dezembro,01/01/2016,136
1998,Santa Catarina,Janeiro,01/01/1998,0
1999,Santa Catarina,Janeiro,01/01/1999,11
2000,Santa Catarina,Janeiro,01/01/2000,14
2001,Santa Catarina,Janeiro,01/01/2001,11
2002,Santa Catarina,Janeiro,01/01/2002,22
2003,Santa Catarina,Janeiro,01/01/2003,45
2004,Santa Catarina,Janeiro,01/01/2004,37
2005,Santa Catarina,Janeiro,01/01/2005,46
2006,Santa Catarina,Janeiro,01/01/2006,41
2007,Santa Catarina,Janeiro,01/01/2007,9
2008,Santa Catarina,Janeiro,01/01/2008,25
2009,Santa Catarina,Janeiro,01/01/2009,21
2010,Santa Catarina,Janeiro,01/01/2010,2
2011,Santa Catarina,Janeiro,01/01/2011,9
2012,Santa Catarina,Janeiro,01/01/2012,14
2013,Santa Catarina,Janeiro,01/01/2013,18
2014,Santa Catarina,Janeiro,01/01/2014,58
2015,Santa Catarina,Janeiro,01/01/2015,28
2016,Santa Catarina,Janeiro,01/01/2016,53
2017,Santa Catarina,Janeiro,01/01/2017,46
1998,Santa Catarina,Fevereiro,01/01/1998,0
1999,Santa Catarina,Fevereiro,01/01/1999,2
2000,Santa Catarina,Fevereiro,01/01/2000,8
2001,Santa Catarina,Fevereiro,01/01/2001,0
2002,Santa Catarina,Fevereiro,01/01/2002,5
2003,Santa Catarina,Fevereiro,01/01/2003,43
2004,Santa Catarina,Fevereiro,01/01/2004,29
2005,Santa Catarina,Fevereiro,01/01/2005,46
2006,Santa Catarina,Fevereiro,01/01/2006,18
2007,Santa Catarina,Fevereiro,01/01/2007,14
2008,Santa Catarina,Fevereiro,01/01/2008,29
2009,Santa Catarina,Fevereiro,01/01/2009,7
2010,Santa Catarina,Fevereiro,01/01/2010,15
2011,Santa Catarina,Fevereiro,01/01/2011,1
2012,Santa Catarina,Fevereiro,01/01/2012,13
2013,Santa Catarina,Fevereiro,01/01/2013,12
2014,Santa Catarina,Fevereiro,01/01/2014,27
2015,Santa Catarina,Fevereiro,01/01/2015,23
2016,Santa Catarina,Fevereiro,01/01/2016,10
2017,Santa Catarina,Fevereiro,01/01/2017,31
1998,Santa Catarina,Março,01/01/1998,0
1999,Santa Catarina,Março,01/01/1999,7
2000,Santa Catarina,Março,01/01/2000,46
2001,Santa Catarina,Março,01/01/2001,1
2002,Santa Catarina,Março,01/01/2002,12
2003,Santa Catarina,Março,01/01/2003,58
2004,Santa Catarina,Março,01/01/2004,73
2005,Santa Catarina,Março,01/01/2005,92
2006,Santa Catarina,Março,01/01/2006,48
2007,Santa Catarina,Março,01/01/2007,23
2008,Santa Catarina,Março,01/01/2008,14
2009,Santa Catarina,Março,01/01/2009,33
2010,Santa Catarina,Março,01/01/2010,9
2011,Santa Catarina,Março,01/01/2011,8
2012,Santa Catarina,Março,01/01/2012,65
2013,Santa Catarina,Março,01/01/2013,14
2014,Santa Catarina,Março,01/01/2014,15
2015,Santa Catarina,Março,01/01/2015,37
2016,Santa Catarina,Março,01/01/2016,21
2017,Santa Catarina,Março,01/01/2017,12
1998,Santa Catarina,Abril,01/01/1998,0
1999,Santa Catarina,Abril,01/01/1999,0
2000,Santa Catarina,Abril,01/01/2000,7
2001,Santa Catarina,Abril,01/01/2001,1
2002,Santa Catarina,Abril,01/01/2002,7
2003,Santa Catarina,Abril,01/01/2003,120
2004,Santa Catarina,Abril,01/01/2004,59
2005,Santa Catarina,Abril,01/01/2005,25
2006,Santa Catarina,Abril,01/01/2006,30
2007,Santa Catarina,Abril,01/01/2007,2
2008,Santa Catarina,Abril,01/01/2008,31
2009,Santa Catarina,Abril,01/01/2009,57
2010,Santa Catarina,Abril,01/01/2010,19
2011,Santa Catarina,Abril,01/01/2011,5
2012,Santa Catarina,Abril,01/01/2012,40
2013,Santa Catarina,Abril,01/01/2013,46
2014,Santa Catarina,Abril,01/01/2014,34
2015,Santa Catarina,Abril,01/01/2015,32
2016,Santa Catarina,Abril,01/01/2016,36
2017,Santa Catarina,Abril,01/01/2017,26
1998,Santa Catarina,Maio,01/01/1998,0
1999,Santa Catarina,Maio,01/01/1999,1
2000,Santa Catarina,Maio,01/01/2000,0
2001,Santa Catarina,Maio,01/01/2001,2
2002,Santa Catarina,Maio,01/01/2002,3
2003,Santa Catarina,Maio,01/01/2003,84
2004,Santa Catarina,Maio,01/01/2004,2
2005,Santa Catarina,Maio,01/01/2005,21
2006,Santa Catarina,Maio,01/01/2006,33
2007,Santa Catarina,Maio,01/01/2007,2
2008,Santa Catarina,Maio,01/01/2008,15
2009,Santa Catarina,Maio,01/01/2009,33
2010,Santa Catarina,Maio,01/01/2010,1
2011,Santa Catarina,Maio,01/01/2011,16
2012,Santa Catarina,Maio,01/01/2012,60
2013,Santa Catarina,Maio,01/01/2013,52
2014,Santa Catarina,Maio,01/01/2014,42
2015,Santa Catarina,Maio,01/01/2015,70
2016,Santa Catarina,Maio,01/01/2016,26
2017,Santa Catarina,Maio,01/01/2017,36
1998,Santa Catarina,Junho,01/01/1998,2
1999,Santa Catarina,Junho,01/01/1999,0
2000,Santa Catarina,Junho,01/01/2000,2
2001,Santa Catarina,Junho,01/01/2001,1
2002,Santa Catarina,Junho,01/01/2002,0
2003,Santa Catarina,Junho,01/01/2003,68
2004,Santa Catarina,Junho,01/01/2004,127
2005,Santa Catarina,Junho,01/01/2005,58
2006,Santa Catarina,Junho,01/01/2006,32
2007,Santa Catarina,Junho,01/01/2007,11
2008,Santa Catarina,Junho,01/01/2008,2
2009,Santa Catarina,Junho,01/01/2009,14
2010,Santa Catarina,Junho,01/01/2010,1
2011,Santa Catarina,Junho,01/01/2011,26
2012,Santa Catarina,Junho,01/01/2012,42
2013,Santa Catarina,Junho,01/01/2013,31
2014,Santa Catarina,Junho,01/01/2014,3
2015,Santa Catarina,Junho,01/01/2015,104
2016,Santa Catarina,Junho,01/01/2016,79
2017,Santa Catarina,Junho,01/01/2017,70
1998,Santa Catarina,Julho,01/01/1998,0
1999,Santa Catarina,Julho,01/01/1999,2
2000,Santa Catarina,Julho,01/01/2000,21
2001,Santa Catarina,Julho,01/01/2001,5
2002,Santa Catarina,Julho,01/01/2002,82
2003,Santa Catarina,Julho,01/01/2003,43
2004,Santa Catarina,Julho,01/01/2004,94
2005,Santa Catarina,Julho,01/01/2005,90
2006,Santa Catarina,Julho,01/01/2006,74
2007,Santa Catarina,Julho,01/01/2007,12
2008,Santa Catarina,Julho,01/01/2008,46
2009,Santa Catarina,Julho,01/01/2009,26
2010,Santa Catarina,Julho,01/01/2010,31
2011,Santa Catarina,Julho,01/01/2011,31
2012,Santa Catarina,Julho,01/01/2012,42
2013,Santa Catarina,Julho,01/01/2013,69
2014,Santa Catarina,Julho,01/01/2014,82
2015,Santa Catarina,Julho,01/01/2015,45
2016,Santa Catarina,Julho,01/01/2016,480
2017,Santa Catarina,Julho,01/01/2017,591
1998,Santa Catarina,Agosto,01/01/1998,0
1999,Santa Catarina,Agosto,01/01/1999,51
2000,Santa Catarina,Agosto,01/01/2000,69
2001,Santa Catarina,Agosto,01/01/2001,24
2002,Santa Catarina,Agosto,01/01/2002,702
2003,Santa Catarina,Agosto,01/01/2003,1.513
2004,Santa Catarina,Agosto,01/01/2004,728
2005,Santa Catarina,Agosto,01/01/2005,391
2006,Santa Catarina,Agosto,01/01/2006,728
2007,Santa Catarina,Agosto,01/01/2007,462
2008,Santa Catarina,Agosto,01/01/2008,51
2009,Santa Catarina,Agosto,01/01/2009,759
2010,Santa Catarina,Agosto,01/01/2010,511
2011,Santa Catarina,Agosto,01/01/2011,175
2012,Santa Catarina,Agosto,01/01/2012,398
2013,Santa Catarina,Agosto,01/01/2013,236
2014,Santa Catarina,Agosto,01/01/2014,459
2015,Santa Catarina,Agosto,01/01/2015,379
2016,Santa Catarina,Agosto,01/01/2016,765
2017,Santa Catarina,Agosto,01/01/2017,713
1998,Santa Catarina,Setembro,01/01/1998,6
1999,Santa Catarina,Setembro,01/01/1999,101
2000,Santa Catarina,Setembro,01/01/2000,36
